
Scientific Results. Volume 177															
D. Hodell. Ms 177SR-120															
Chapter 9. Table T2.  d18O and d13C for the benthic and planktonic foraminifers. CaCO3. and percent fragmentation of planktonic foraminifers. Site 1089.															

Leg 177. Site 1089. Hole A   				 	 	 	 	 	 	 	 	 	 	 	
 Position: 40 deg 56.1865 min S. 9 deg 53.6447 min E								 	 	 	 	 	 	 	
 Water depth. mbrf ( APC Calc ): 4630.2m															



Site	Hole	Core	Section	IntervalTop(cm)	IntervalBottom(cm)	Depth(modified.mcd)	Age(ka)	d18O.F.bulloides(permil)	d13C.G.bulloides(permil)	d18O.Cibicidoides.(permil)	d13C.Cibicidoides.(permil)	Lab CaCO3.(wt%)	fragmentation.(%)	LabZ
1089	C	6	4	140	141.5	51.06	340.39	3.14	-0.09	NA	NA	UF	35.3	44.2	UF
1089	C	6	4	144	145.5	51.11	340.59	3.36	0.12	4.23	-1.44	UF	38.8	NA	UF
1089	C	6	4	148.5	150	51.16	340.79	3.09	-0.04	4.03	-1.36	UF	39.6	NA	UF
1089	C	6	5	5	6.5	51.21	340.98	3.2	0.06	4.15	-1.04	UF	38.6	NA	UF
1089	C	6	5	10	11.5	51.26	341.18	NA	NA	4.13	-1.26	UF	37.3	16.9	UF
1089	C	6	5	14	15.5	51.31	341.38	NA	NA	4.18	-1.31	UF	36.1	NA	UF
1089	B	6	2	15	16.5	51.35	341.54	3.37	-0.03	NA	NA	UF	32	NA	UF
1089	B	6	2	19	20.5	51.4	341.73	3.15	-0.05	NA	NA	UF	31.3	NA	UF
1089	B	6	2	25	26.5	51.45	341.93	2.96	-0.15	NA	NA	UF	35.3	28.5	UF
1089	B	6	2	30	31.5	51.5	342.13	2.71	-0.31	4.08	-1.31	UF	38.3	NA	UF
1089	B	6	2	35	36.5	51.55	342.32	3.3	0.49	NA	NA	UF	38.3	NA	UF
1089	B	6	2	39	40.5	51.6	342.52	3.21	0.34	3.92	-1.05	UF	38.6	NA	UF
1089	B	6	2	45	46.5	51.65	342.72	3.34	0.38	4.15	-0.74	UF	39.8	27.4	UF
1089	B	6	2	49	50.5	51.7	342.91	3.3	0.39	4.1	-1.27	UF	38.5	NA	UF
1089	B	6	2	55	56.5	51.75	343.11	3.48	0.3	NA	NA	UF	38.5	NA	UF
1089	B	6	2	59	60.5	51.8	343.31	3.27	0.12	4.11	-0.74	UF	38.5	NA	UF
1089	B	6	2	65	66.5	51.85	343.5	3.34	0.51	4.11	-1.08	UF	39.3	28.6	UF
1089	B	6	2	69	70.5	51.9	343.7	3.57	0.66	4.18	-0.93	UF	39.7	NA	UF
1089	B	6	2	75	76.5	51.95	343.9	3.46	0.71	3.98	-1.11	UF	40.8	NA	UF
1089	B	6	2	79	80.5	52	344.09	NA	NA	4.1	-1.03	UF	40.3	NA	UF
1089	B	6	2	85	86.5	52.05	344.29	3.25	0.45	4.03	-1.13	UF	40.9	26.1	UF
1089	B	6	2	89	90.5	52.1	344.49	3.28	0.51	4	-1.36	UF	38.9	NA	UF
1089	B	6	2	95	96.5	52.15	344.69	3	0.02	4.02	-1.23	UF	42.6	NA	UF
1089	B	6	2	99	100.5	52.2	344.88	3.29	0.43	4.02	-0.8	UF	45.4	NA	UF
1089	B	6	2	105	106.5	52.25	345.08	3.13	0.13	4.02	-1.18	UF	43.2	24.7	UF
1089	B	6	2	109	110.5	52.3	345.28	3.1	0.25	3.9	-0.64	UF	43.6	NA	UF
1089	B	6	2	115	116.5	52.35	345.47	NA	NA	3.9	-1.17	UF	44.3	NA	UF
1089	B	6	2	119	120.5	52.4	345.67	3.11	0.44	3.91	-1.28	UF	43.4	NA	UF
1089	B	6	2	125	126.5	52.45	345.87	2.96	0.09	NA	NA	UF	44.4	29.2	UF
1089	B	6	2	129	130.5	52.5	346.06	3.2	0.41	4.02	-1.06	UF	48.9	NA	UF
1089	B	6	2	135	136.5	52.55	346.26	3.08	0.04	3.93	-1.16	UF	41.3	NA	UF
1089	B	6	2	139	140.5	52.6	346.46	2.91	0.13	3.82	-1.22	UF	42.3	NA	UF
1089	B	6	2	145	146.5	52.65	346.65	2.99	0.06	3.93	-1.2	UF	43.6	36.4	UF
1089	B	6	3	0	1.5	52.7	346.85	2.82	0.07	3.92	-0.92	UF	47.8	NA	UF
1089	B	6	3	4	5.5	52.75	347.05	2.87	0.11	3.98	-0.95	UF	48.3	NA	UF
1089	B	6	3	10	11.5	52.8	347.24	3.12	-0.03	3.88	-0.89	UF	55.3	NA	UF
1089	B	6	3	15	16.5	52.85	347.44	3.23	0.25	4	-1.28	UF	55.3	38.6	UF
1089	B	6	3	19	20.5	52.9	347.64	3.32	0.23	3.87	-0.97	UF	54.2	NA	UF
1089	B	6	3	25	26.5	52.95	347.83	3.25	0.19	3.8	-0.88	UF	48.5	NA	UF
1089	B	6	3	30	31.5	53	348.03	3.16	0.29	3.73	-1.21	UF	49.1	NA	UF
1089	B	6	3	35	36.5	53.05	348.23	2.93	0.05	3.81	-1.14	UF	52.5	40.6	UF
1089	B	6	3	39	40.5	53.1	348.43	3.07	-0.09	3.66	-0.79	UF	50.8	NA	UF
1089	B	6	3	45	46.5	53.15	348.62	2.84	-0.01	3.68	-1.14	UF	53.7	NA	UF
1089	B	6	3	49	50.5	53.2	348.82	2.88	0.25	3.79	-1.08	UF	52.3	NA	UF
1089	B	6	3	55	56.5	53.25	349.02	2.9	0.06	3.65	-1.3	UF	51.3	44.7	UF
1089	B	6	3	59	60.5	53.3	349.21	3.06	0.53	3.76	-1.22	UF	47.9	NA	UF
1089	B	6	3	65	66.5	53.35	349.41	2.95	0.3	3.82	-1.17	UF	45.7	NA	UF
1089	B	6	3	69	70.5	53.4	349.61	2.69	-0.26	3.71	-1.45	UF	46.8	NA	UF
1089	B	6	3	75	76.5	53.45	349.8	2.98	0.18	3.75	-1.3	UF	42	30	UF
1089	B	6	3	79	80.5	53.5	350	2.95	-0.05	3.65	-1.45	UF	42.2	NA	UF
1089	B	6	3	85	86.5	53.55	350.34	3.09	-0.08	3.81	-0.95	UF	43	NA	UF
1089	B	6	3	89	90.5	53.6	350.69	2.85	-0.04	3.7	-1.58	UF	43.4	NA	UF
1089	B	6	3	95	96.5	53.65	351.03	2.77	-0.46	3.7	-1.23	UF	41.5	44.1	UF
1089	B	6	3	99	100.5	53.7	351.38	2.78	-0.42	3.76	-1.13	UF	38.4	NA	UF
1089	B	6	3	105	106.5	53.75	351.72	3.01	-0.01	3.71	-1.48	UF	36.4	NA	UF
1089	B	6	3	109	110.5	53.8	352.07	2.85	-0.19	3.82	-1.13	UF	35.5	NA	UF
1089	B	6	3	115	116.5	53.85	352.41	2.85	-0.74	3.79	-1.32	UF	33.3	23.6	UF
1089	B	6	3	119	120.5	53.9	352.76	2.85	-0.54	3.83	-1.48	UF	34.6	NA	UF
1089	B	6	3	125	126.5	53.95	353.1	3.04	-0.05	3.8	-1.15	UF	34.8	NA	UF
1089	B	6	3	129	130.5	54	353.45	3.08	-0.15	3.82	-1.19	UF	33.9	NA	UF
1089	B	6	3	135	136.5	54.05	353.79	2.78	-0.3	3.83	-1.01	UF	33.7	35.3	UF
1089	B	6	3	139	140.5	54.1	354.14	2.94	-0.27	3.82	-1.61	UF	33.3	NA	UF
1089	B	6	3	145	146.5	54.15	354.48	3	-0.54	3.94	1.1	UF	29.9	NA	UF
1089	B	6	3	149	150	54.2	354.83	NA	NA	3.86	-1.3	UF	31.3	NA	UF
1089	B	6	4	0	1.5	54.25	355.17	3.01	0.18	3.87	-1.25	UF	29.3	44	UF
1089	B	6	4	4	5.5	54.25	355.21	2.96	-0.31	3.96	-0.61	UF	28.9	NA	UF
1089	B	6	4	10	11.5	54.3	355.52	3	-0.28	3.85	-1.27	UF	29	NA	UF
1089	B	6	4	15	16.5	54.35	355.86	NA	NA	3.92	-1.19	UF	28.3	NA	UF
1089	B	6	4	19	20.5	54.4	356.21	3.07	-0.08	NA	NA	UF	25.7	30.2	UF
1089	B	6	4	25	26.5	54.45	356.55	2.63	-0.5	3.75	-1.39	UF	25.3	NA	UF
1089	B	6	4	30	31.5	54.5	356.9	2.5	-0.37	NA	NA	UF	24.6	NA	UF
1089	B	6	4	35	36.5	54.55	357.24	2.93	-0.26	3.85	-1.44	UF	19.6	NA	UF
1089	B	6	4	39	40.5	54.6	357.59	2.79	-0.55	NA	NA	UF	18.2	36.7	UF
1089	B	6	4	45	46.5	54.65	357.93	2.86	-0.22	3.84	-0.83	UF	16.9	NA	UF
1089	B	6	4	49	50.5	54.7	358.28	2.8	-0.31	3.91	-1.57	UF	16.5	NA	UF
1089	B	6	4	55	56.5	54.75	358.62	2.94	0.33	3.98	-1.05	UF	16	NA	UF
1089	B	6	4	59	60.5	54.8	358.97	2.92	0.19	3.83	-1.15	UF	16.6	22.9	UF
1089	B	6	4	65	66.5	54.85	359.31	2.97	0.04	3.88	-1.08	UF	16.6	NA	UF
1089	B	6	4	69	70.5	54.9	359.66	2.95	-0.08	3.75	-1.08	UF	18.4	NA	UF
1089	B	6	4	75	76.5	54.95	360	2.91	-0.21	3.9	-1.2	UF	18.4	NA	UF
1089	B	6	4	79	80.5	55	360.25	2.99	-0.05	3.85	-1.05	UF	18.5	24.4	UF
1089	B	6	4	85	86.5	55.05	360.51	2.82	-0.44	3.9	-1.4	UF	22.8	NA	UF
1089	B	6	4	89	90.5	55.1	360.76	3.19	0.41	NA	NA	UF	25.3	NA	UF
1089	B	6	4	95	96.5	55.15	361.02	NA	NA	3.93	-1.24	UF	28	NA	UF
1089	B	6	4	99	100.5	55.2	361.27	2.97	-0.07	3.88	-0.89	UF	28.1	27.9	UF
1089	B	6	4	105	106.5	55.25	361.52	2.81	-0.21	3.9	-1.42	UF	30.2	NA	UF
1089	B	6	4	109	110.5	55.3	361.78	3.03	-0.01	3.87	-1.26	UF	28.6	NA	UF
1089	B	6	4	115	116.5	55.35	362.03	3.01	-0.02	NA	NA	UF	26.7	NA	UF
1089	B	6	4	119	120.5	55.4	362.29	2.82	0.03	NA	NA	UF	27.3	39	UF
1089	B	6	4	125	126.5	55.45	362.54	NA	NA	3.78	-1.46	UF	29.5	NA	UF
1089	B	6	4	129	130.5	55.5	362.79	2.86	-0.32	3.72	-1.11	UF	30.8	NA	UF
1089	B	6	4	135	136.5	55.55	363.05	3.04	0.12	3.8	-1.05	UF	25.5	NA	UF
1089	B	6	4	139	140.5	55.6	363.3	NA	NA	3.77	-1.14	UF	26.6	25.9	UF
1089	B	6	4	145	146.5	55.65	363.55	3	0.2	3.67	-0.77	UF	27.3	NA	UF
1089	B	6	5	0	1.5	55.7	363.81	NA	NA	3.75	-1.32	UF	23.8	NA	UF
1089	B	6	5	5	6.5	55.75	364.06	3.15	0.22	3.73	-1.08	UF	18.9	NA	UF
1089	B	6	5	10	11.5	55.8	364.32	2.98	0.12	3.64	-1.21	UF	17.6	27.3	UF
1089	B	6	5	15	16.5	55.85	364.57	3.04	0.41	3.64	-1.01	UF	19.4	NA	UF
1089	B	6	5	20	21.5	55.9	364.82	3.07	0.63	3.65	-1.02	UF	21.5	NA	UF
1089	B	6	5	25	26.5	55.95	365.08	NA	NA	3.7	-1.04	UF	24.4	NA	UF
1089	B	6	5	30	31.5	56	365.33	3	0.57	3.73	-1.26	UF	25.5	28.9	UF
1089	B	6	5	35	36.5	56.05	365.59	2.96	0.17	3.66	-1.3	UF	25.6	NA	UF
1089	B	6	5	40	41.5	56.1	365.84	2.83	0.05	3.69	-0.96	UF	24.3	NA	UF
1089	B	6	5	45	46.5	56.15	366.09	2.91	0.01	3.68	-0.98	UF	26.4	NA	UF
1089	B	6	5	50	51.5	56.2	366.35	2.95	-0.13	3.66	-0.86	UF	20.8	30.4	UF
1089	B	6	5	55	56.5	56.25	366.6	2.88	0	3.57	-1.13	UF	19.8	NA	UF
1089	B	6	5	60	61.5	56.3	366.86	2.8	-0.07	3.65	-1.16	UF	24.6	NA	UF
1089	B	6	5	65	66.5	56.35	367.11	2.75	-0.06	3.57	-1.27	UF	31.5	NA	UF
1089	B	6	5	70	71.5	56.4	367.36	2.73	-0.17	3.53	-1.04	UF	37.3	46.1	UF
1089	B	6	5	75	76.5	56.45	367.62	2.87	0.1	NA	NA	UF	37.5	NA	UF
1089	B	6	5	80	81.5	56.5	367.87	2.85	0.44	3.4	-1.12	UF	29.6	NA	UF
1089	B	6	5	85	86.5	56.55	368.12	2.71	-0.07	3.36	-0.8	UF	18.4	NA	UF
1089	B	6	5	90	91.5	56.6	368.38	2.65	0.04	3.3	-1.14	UF	15.9	38	UF
1089	B	6	5	95	96.5	56.65	368.63	2.49	-0.24	3.54	-1.26	UF	12.6	NA	UF
1089	B	6	5	100	101.5	56.7	368.89	2.53	-0.18	3.66	-0.94	UF	12.3	NA	UF
1089	B	6	5	105	106.5	56.75	369.14	2.61	-0.19	3.65	-1.37	UF	15.7	NA	UF
1089	B	6	5	110	111.5	56.8	369.39	2.46	-0.05	3.53	-1.35	UF	20.3	46.7	UF
1089	B	6	5	115	116.5	56.85	369.65	2.54	-0.18	3.61	-1.03	UF	26.1	NA	UF
1089	B	6	5	120	121.5	56.9	369.9	2.73	0.32	3.68	-0.55	UF	28.3	NA	UF
1089	C	7	1	80	81.5	56.92	370	2.65	0.17	NA	NA	UF	27.1	NA	UF
1089	C	7	1	85	86.5	56.97	370.26	2.64	0.23	3.54	-0.77	UF	29.5	NA	UF
1089	C	7	1	90	91.5	57.02	370.51	NA	NA	3.56	-0.89	UF	23.8	39	UF
1089	C	7	1	95	96.5	57.07	370.77	2.76	0.51	3.56	-1.13	UF	15.4	NA	UF
1089	C	7	1	100	101.5	57.12	371.02	2.71	0.02	3.5	-0.94	UF	19.2	NA	UF
1089	C	7	1	105	106.5	57.17	371.27	2.61	0.11	3.54	-0.83	UF	16.1	NA	UF
1089	C	7	1	110	111.5	57.22	371.53	2.5	0	3.52	-1.19	UF	15.6	NA	UF
1089	C	7	1	115	116.5	57.27	371.78	2.52	-0.27	3.51	-1.11	UF	13.7	34.2	UF
1089	C	7	1	120	121.5	57.32	372.04	NA	NA	3.53	-1.08	UF	15.1	NA	UF
1089	C	7	1	125	126.5	57.37	372.29	2.59	-0.07	3.57	-1.14	UF	21.3	NA	UF
1089	C	7	1	130	131.5	57.42	372.54	2.67	0.23	3.59	-1.03	UF	23.9	NA	UF
1089	C	7	1	135	136.5	57.47	372.8	2.68	0.08	3.49	-1.38	UF	24.9	41.6	UF
1089	C	7	1	140	141.5	57.52	373.05	NA	NA	3.42	-0.93	UF	26.7	NA	UF
1089	C	7	1	145	146.5	57.57	373.3	NA	NA	3.54	-0.95	UF	22.8	NA	UF
1089	C	7	2	0	1.5	57.62	373.56	2.68	0.15	3.35	-1.05	UF	14	NA	UF
1089	C	7	2	5	6.5	57.67	373.81	2.68	0.05	3.48	-1.33	UF	14.3	40.9	UF
1089	C	7	2	10	11.5	57.72	374.07	2.47	0.06	3.45	-1.36	UF	16.1	NA	UF
1089	C	7	2	15	16.5	57.77	374.32	2.9	0.03	3.5	-0.8	UF	20.2	NA	UF
1089	C	7	2	20	21.5	57.82	374.57	2.45	0.22	3.61	-0.59	UF	21.3	NA	UF
1089	C	7	2	25	26.5	57.87	374.83	2.67	0.32	3.54	-1.3	UF	23.1	35.2	UF
1089	C	7	2	30	31.5	57.92	375.08	2.72	0.45	3.52	-0.95	UF	24.6	NA	UF
1089	C	7	2	35	36.5	57.97	375.34	2.95	0.36	3.54	-0.94	UF	25.7	NA	UF
1089	C	7	2	40	41.5	58.02	375.59	NA	NA	3.59	-0.78	UF	26.4	NA	UF
1089	C	7	2	45	46.5	58.07	375.84	2.71	0.09	3.54	-0.37	UF	26.6	54.8	UF
1089	C	7	2	50	51.5	58.12	376.1	2.65	-0.15	3.46	-0.37	UF	26.7	NA	UF
1089	C	7	2	55	56.5	58.17	376.35	2.45	-0.06	NA	NA	UF	26.6	NA	UF
1089	C	7	2	60	61.5	58.22	376.61	2.73	0.45	3.48	-0.32	UF	31.4	NA	UF
1089	C	7	2	65	66.5	58.27	376.86	2.56	0.2	3.51	-0.28	UF	30	60.5	UF
1089	C	7	2	70	71.5	58.32	377.11	2.75	0.53	3.57	-0.11	UF	32.6	NA	UF
1089	C	7	2	75	76.5	58.37	377.37	2.59	0.23	3.52	-0.64	UF	29.1	NA	UF
1089	C	7	2	80	81.5	58.42	377.62	2.54	-0.18	3.61	-0.49	UF	25.8	NA	UF
1089	C	7	2	85	86.5	58.47	377.87	2.47	-0.39	3.45	-0.22	UF	21.1	65.3	UF
1089	C	7	2	90	91.5	58.52	378.13	2.42	0.14	3.46	-0.56	UF	14.8	NA	UF
1089	C	7	2	95	96.5	58.57	378.38	NA	NA	3.33	-0.71	UF	6.9	NA	UF
1089	C	7	2	100	101.5	58.62	378.64	2.46	0.2	3.32	-1.74	UF	4	NA	UF
1089	C	7	2	105	106.5	58.67	378.89	2.62	0.36	3.55	-1.08	UF	4.4	24.3	UF
1089	C	7	2	110	111.5	58.72	379.14	2.44	0	3.47	-0.94	UF	6.3	NA	UF
1089	C	7	2	115	116.5	58.77	379.4	2.43	0.1	3.52	-0.56	UF	10.1	NA	UF
1089	C	7	2	120	121.5	58.82	379.65	2.54	-0.14	3.5	-0.55	UF	11.5	NA	UF
1089	C	7	2	125	126.5	58.87	379.91	2.86	0.24	3.57	-0.6	UF	11.9	53	UF
1089	C	7	2	130	131.5	58.92	380.16	2.71	0.23	3.5	-0.69	UF	12	NA	UF
1089	C	7	2	135	136.5	58.97	380.41	2.55	-0.07	3.58	-0.85	UF	10.8	NA	UF
1089	C	7	2	140	141.5	59.02	380.67	2.5	0.34	3.53	0.06	UF	13.7	NA	UF
1089	C	7	2	145	146.5	59.07	380.92	2.58	0.53	3.44	-0.55	UF	12.4	NA	UF
1089	C	7	3	0	1.5	59.12	381.18	2.4	0.29	3.45	-0.33	UF	20	NA	UF
1089	C	7	3	5	6.5	59.17	381.43	2.57	0.48	3.32	-0.72	UF	18.8	73.6	UF
1089	C	7	3	10	11.5	59.22	381.68	2.71	0.27	3.55	-0.43	UF	20.3	NA	UF
1089	C	7	3	15	16.5	59.27	381.94	2.52	0.47	3.58	-0.28	UF	16.4	NA	UF
1089	C	7	3	20	21.5	59.32	382.19	2.56	0.26	3.47	-0.12	UF	16.8	NA	UF
1089	C	7	3	25	26.5	59.37	382.45	2.52	0.56	3.48	-0.2	UF	17.1	76.1	UF
1089	C	7	3	30	31.5	59.42	382.7	NA	NA	3.43	-0.36	UF	12.9	NA	UF
1089	C	7	3	35	36.5	59.47	382.95	2.08	0.07	3.42	-0.14	UF	12	NA	UF
1089	C	7	3	40	41.5	59.52	383.21	2.6	0.24	3.46	-0.56	UF	11	NA	UF
1089	C	7	3	45	46.5	59.57	383.46	2.4	-0.03	3.41	-0.48	UF	14.3	64.7	UF
1089	C	7	3	50	51.5	59.62	383.71	2.36	0.41	3.39	-0.55	UF	17.8	NA	UF
1089	C	7	3	55	56.5	59.67	383.97	2.46	0.34	NA	NA	UF	16.4	NA	UF
1089	C	7	3	60	61.5	59.72	384.22	2.58	0	3.44	-0.01	UF	17.2	NA	UF
1089	C	7	3	65	66.5	59.77	384.48	NA	NA	3.37	-0.06	UF	25.2	27.4	UF
1089	C	7	3	70	71.5	59.82	384.73	2.32	0.14	3.22	-0.1	UF	14.6	NA	UF
1089	C	7	3	75	76.5	59.87	384.98	NA	NA	NA	NA	UF	15.8	NA	UF
1089	C	7	3	80	81.5	59.92	385.24	2.4	0.2	3.32	-0.06	UF	19.4	76.2	UF
1089	C	7	3	85	86.5	59.97	385.49	2.6	0.78	NA	NA	UF	16.3	NA	UF
1089	C	7	3	90	91.5	60.02	385.75	NA	NA	3.17	-0.54	UF	7	NA	UF
1089	C	7	3	95	96.5	60.07	386	NA	NA	3.32	-0.63	UF	5.5	NA	UF
1089	C	7	3	100	101.5	60.12	386.32	2.3	-0.16	3.22	-1.01	UF	9.2	NA	UF
1089	C	7	3	105	106.5	60.17	386.63	2.2	0.26	3.31	-0.25	UF	16.9	47.6	UF
1089	C	7	3	110	111.5	60.22	386.95	2.34	0.43	3.45	-0.5	UF	20.3	NA	UF
1089	C	7	3	115	116.5	60.27	387.26	2.36	0.89	3.37	0.13	UF	21.1	NA	UF
1089	C	7	3	120	121.5	60.32	387.58	2.31	0.52	3.22	0.44	UF	24	NA	UF
1089	C	7	3	125	126.5	60.37	387.89	NA	NA	3.25	-0.01	UF	23.1	90.8	UF
1089	C	7	3	130	131.5	60.42	388.21	2.29	0.8	3.35	-0.49	UF	26.9	NA	UF
1089	C	7	3	135	136.5	60.47	388.53	2.17	-0.01	3.25	-0.41	UF	26.3	NA	UF
1089	C	7	3	140	141.5	60.52	388.84	2.31	0.6	3.39	-0.14	UF	23.1	NA	UF
1089	C	7	3	145	146.5	60.57	389.16	2.34	0.31	NA	NA	UF	15.3	82	UF
1089	C	7	4	0	1.5	60.62	389.47	2.35	0.59	3.17	-0.3	UF	4.3	NA	UF
1089	C	7	4	5	6.5	60.67	389.79	2.46	0.42	3.25	-0.26	UF	2.2	NA	UF
1089	C	7	4	10	11.5	60.72	390.11	2.03	0.3	3.26	-0.71	UF	2.5	NA	UF
1089	C	7	4	15	16.5	60.77	390.42	2.18	-0.03	NA	NA	UF	2.1	28.3	UF
1089	C	7	4	20	21.5	60.82	390.74	2.04	-0.27	3.32	-0.33	UF	5.3	NA	UF
1089	C	7	4	25	26.5	60.87	391.05	NA	NA	3.3	-0.56	UF	12.1	NA	UF
1089	C	7	4	30	31.5	60.92	391.37	NA	NA	3.49	-0.54	UF	8.5	NA	UF
1089	C	7	4	35	36.5	60.97	391.68	NA	NA	NA	NA	UF	8.3	67	UF
1089	C	7	4	40	41.5	61.02	392	NA	NA	3.29	-0.22	UF	7.2	NA	UF
1089	C	7	4	45	46.5	61.07	392.55	NA	NA	NA	NA	UF	7.3	NA	UF
1089	C	7	4	50	51.5	61.12	393.1	2.25	0.49	3.38	-0.12	UF	6.1	NA	UF
1089	C	7	4	55	56.5	61.17	393.66	2.47	0.2	NA	NA	UF	4.8	28.1	UF
1089	C	7	4	60	61.5	61.22	394.21	2.07	-0.25	NA	NA	UF	4.3	NA	UF
1089	C	7	4	65	66.5	61.27	394.76	NA	NA	NA	NA	UF	4.7	NA	UF
1089	C	7	4	70	71.5	61.32	395.31	NA	NA	NA	NA	UF	3.7	NA	UF
1089	C	7	4	75	76.5	61.37	395.86	NA	NA	NA	NA	UF	5.2	93.9	UF
1089	C	7	4	80	81.5	61.42	396.41	NA	NA	3.09	-0.1	UF	8	NA	UF
1089	C	7	4	85	86.5	61.47	396.97	2.17	0.46	3.19	-0.31	UF	7.8	NA	UF
1089	C	7	4	90	91.5	61.52	397.52	NA	NA	3.09	-0.02	UF	10.3	NA	UF
1089	C	7	4	95	96.5	61.57	398.07	NA	NA	3.05	0.48	UF	11.9	72.2	UF
1089	C	7	4	100	102	61.62	398.62	NA	NA	2.76	0.45	UF	11.9	NA	UF
1089	C	7	4	105	107	61.67	399.17	NA	NA	2.89	0.34	UF	12.8	NA	UF
1089	C	7	4	110	112	61.72	399.72	NA	NA	2.74	0.36	UF	12.5	NA	UF
1089	C	7	4	115	117	61.77	400.28	NA	NA	2.73	0.52	UF	13.8	87.5	UF
1089	C	7	4	120	122	61.82	400.83	NA	NA	2.63	0.11	UF	13.3	NA	UF
1089	C	7	4	125	127	61.87	401.38	NA	NA	NA	NA	UF	16.5	NA	UF
1089	C	7	4	130	132	61.92	401.93	NA	NA	2.58	0.66	UF	16.4	NA	UF
1089	C	7	4	135	137	61.97	402.48	NA	NA	NA	NA	UF	15.5	79.8	UF
1089	C	7	4	140	142	62.02	403.03	NA	NA	2.63	0.46	UF	13.9	NA	UF
1089	C	7	4	145	147	62.07	403.59	NA	NA	NA	NA	UF	11.6	NA	UF
1089	C	7	5	0	1.5	62.12	404.14	NA	NA	2.5	0.5	UF	11.4	NA	UF
1089	C	7	5	5	6.5	62.17	404.69	NA	NA	2.41	0.02	UF	11.7	88.4	UF
1089	C	7	5	10	11.5	62.22	405.24	NA	NA	2.43	-0.2	UF	11.8	NA	UF
1089	C	7	5	15	16.5	62.27	405.79	NA	NA	2.45	0.65	UF	13.4	NA	UF
1089	C	7	5	20	21.5	62.32	406.34	NA	NA	2.36	0.2	UF	12.9	NA	UF
1089	C	7	5	25	26.5	62.37	406.9	NA	NA	2.34	-0.32	UF	14.2	84	UF
1089	C	7	5	30	31.5	62.42	407.45	NA	NA	2.33	-0.39	UF	16.3	NA	UF
1089	C	7	5	35	36.5	62.47	408	NA	NA	2.31	-0.09	UF	15.9	NA	UF
1089	C	7	5	40	41.5	62.52	408.4	NA	NA	2.27	0.15	UF	13.5	NA	UF
1089	C	7	5	45	46.5	62.57	408.8	NA	NA	NA	NA	UF	13.3	87.2	UF
1089	C	7	5	50	51.5	62.62	409.2	NA	NA	NA	NA	UF	13.6	NA	UF
1089	C	7	5	55	56.5	62.67	409.6	NA	NA	2.46	0.01	UF	15	NA	UF
1089	C	7	5	60	61.5	62.72	410	NA	NA	2.35	0.5	UF	16.5	NA	UF
1089	C	7	5	65	66.5	62.77	410.4	NA	NA	2.29	0.1	UF	16	81.1	UF
1089	C	7	5	70	71.5	62.82	410.8	NA	NA	2.39	0.47	UF	16.3	NA	UF
1089	C	7	5	75	76.5	62.87	411.2	NA	NA	NA	NA	UF	16	87	UF
1089	C	7	5	80	81.5	62.92	411.6	NA	NA	2.4	-0.34	UF	17.3	NA	UF
1089	C	7	5	85	86.5	62.97	412	NA	NA	2.45	0.21	UF	16.8	83.2	UF
1089	C	7	5	90	91.5	63.02	412.4	NA	NA	NA	NA	UF	18.7	NA	UF
1089	C	7	5	95	96.5	63.07	412.8	NA	NA	2.54	0.17	UF	20.4	84.7	UF
1089	C	7	5	100	102	63.12	413.2	NA	NA	2.44	0.37	UF	23.5	NA	UF
1089	C	7	5	105	107	63.17	413.6	NA	NA	NA	NA	UF	23.8	81.3	UF
1089	C	7	5	110	112	63.22	414	NA	NA	NA	NA	UF	24.2	NA	UF
1089	C	7	5	115	117	63.27	414.4	NA	NA	2.59	0.38	UF	24	77.5	UF
1089	C	7	5	120	122	63.32	414.8	NA	NA	2.63	-0.04	UF	27	NA	UF
1089	C	7	5	125	127	63.37	415.2	NA	NA	2.48	-0.04	UF	32.4	71.6	UF
1089	C	7	5	130	132	63.42	415.6	NA	NA	2.75	0.05	UF	34.6	NA	UF
1089	C	7	5	135	137	63.47	416	NA	NA	2.72	-0.24	UF	35.6	70.9	UF
1089	C	7	5	140	142	63.52	416.4	1.75	1.27	2.72	-0.01	UF	41.3	NA	UF
1089	C	7	5	145	147	63.57	416.8	NA	NA	2.83	0.09	UF	44.1	46.8	UF
1089	C	7	6	0	1.5	63.62	417.2	NA	NA	2.83	0.12	UF	45.1	NA	UF
1089	C	7	6	5	6.5	63.67	417.6	NA	NA	2.73	0.2	UF	48.1	55.9	UF
1089	C	7	6	10	11.5	63.72	418	NA	NA	2.86	-0.08	UF	52.2	NA	UF
1089	C	7	6	15	16.5	63.77	418.4	NA	NA	2.91	0.02	UF	54.4	52.2	UF
1089	C	7	6	20	21.5	63.82	418.8	2.05	0.72	NA	NA	UF	53.3	NA	UF
1089	C	7	6	25	26.5	63.87	419.2	2.32	0.65	2.98	-0.08	UF	52.4	49.1	UF
1089	C	7	6	30	31.5	63.92	419.6	2.21	0.52	NA	NA	UF	57.3	NA	UF
1089	C	7	6	35	36.5	63.97	420	2.23	0.41	NA	NA	UF	58.4	43.8	UF
1089	C	7	6	40	41.5	64.02	420.4	2.19	0.66	2.91	0.1	UF	59	NA	UF
1089	C	7	6	45	46.5	64.07	420.8	2.33	0.57	2.94	0.1	UF	59.6	37.5	UF
