Scientific Results, Volume 177
D. Hodell et al., Ms 177SR-120
Chapter 9, Table T4.  d18O and d13C of benthic and planktonic foraminifers and CaCO3 at Site 1090 and piston core TTN057-6.  																


Site/Hole	Core	Section	Interval top (cm)	Interval bottom (cm)	Depth (mcd)	Age (ka)	d18O C. wuellerstorfi (permil)	d13C C. wuellerstorfi (permil)	d18O C. kullenbergi (permil)	d13C C. kullenbergi (permil)	d18O G. bulloides (permil)	d13C G. bulloides (permil)	d18O N. pachyderma (permil)	d13C N. pachyderma (permil)	CaCO3	 (wt%)	Lab
1090E	5	3	100	102	49.19	2156.30	3.40	-1.09			2.53	-0.13			57.0	UF
1090E	5	3	105	107	49.24	2158.10	3.41	-0.97			2.50	0.46			66.3	UF
1090E	5	3	110	112	49.29	2159.80					2.51	0.15			65.4	UF
1090E	5	3	115	117	49.34	2161.60	3.35	-0.38							73.1	UF
1090E	5	3	120	122	49.39	2163.30	3.43	-0.61			2.52	0.61			69.5	UF
1090E	5	3	125	127	49.44	2165.10	3.27	-0.32			2.47	0.72			74.5	UF
1090E	5	3	130	132	49.49	2166.80	3.21	-0.32			2.47	0.55			78.0	UF
1090E	5	3	135	137	49.54	2168.60	3.11	-0.40			2.41	0.44				UF
1090E	5	3	140	142	49.59	2170.30	3.11	-0.52			2.34	0.00			78.2	UF
1090E	5	3	145	147	49.64	2172.00	2.98	-0.10			2.26	0.22			80.5	UF
1090E	5	4	0	2	49.69	2173.80	3.02	-0.20			2.39	0.21			79.1	UF
1090E	5	4	5	7	49.74	2175.50	3.07	-0.10			2.42	0.27			73.7	UF
1090E	5	4	10	12	49.79	2177.30	3.09	-0.03			2.39	0.33			78.9	UF
1090E	5	4	15	17	49.84	2179.00	3.21	0.29			2.55	0.41			77.6	UF
1090E	5	4	20	22	49.89	2180.80	3.07	0.15							79.1	UF
1090E	5	4	25	27	49.94	2182.50	3.06	0.00			2.38	0.36			78.5	UF
1090E	5	4	30	32	49.99	2184.30	3.07	-0.08			2.27	0.15			76.5	UF
1090E	5	4	35	37	50.04	2186.00	3.35	0.17			2.30	-0.01			78.7	UF
1090E	5	4	40	42	50.09	2187.80	2.88	0.28			2.32	0.19			79.1	UF
1090E	5	4	45	47	50.14	2189.50	3.22	-0.29			2.29	-0.12			76.4	UF
1090E	5	4	50	52	50.19	2191.30	3.24	-0.02			2.33	-0.25			76.7	UF
1090E	5	4	55	57	50.24	2193.00	3.38	-0.02			2.30	0.14			73.5	UF
1090E	5	4	60	62	50.29	2197.90	3.42	-0.38			2.55	0.07			77.0	UF
1090E	5	4	65	67	50.34	2202.90	3.00	0.33			2.32	0.51			78.4	UF
1090E	5	4	70	72	50.39	2207.80	3.01	-0.26			2.28	0.53			81.0	UF
1090E	5	4	75	77	50.44	2212.70	2.96	0.23			2.14	0.49			78.1	UF
1090E	5	4	80	82	50.49	2217.60	3.28	-0.59			2.20	0.14			78.1	UF
1090E	5	4	85	87	50.54	2222.60	2.86	-0.28			2.17	0.17			78.7	UF
1090E	5	4	90	92	50.59	2227.50					2.19	-0.06			77.1	UF
1090E	5	4	95	97	50.64	2232.40					2.27	0.08			74.5	UF
1090E	5	4	100	102	50.69	2237.40	3.10	-0.46			2.46	0.01			77.2	UF
1090E	5	4	105	107	50.74	2242.30	3.27	-0.56			2.42	0.05			76.8	UF
1090E	5	4	110	112	50.79	2255.50					2.72	0.03			70.4	UF
1090E	5	4	115	117	50.84	2268.70					2.63	0.07			56.3	UF
1090E	5	4	120	122	50.89	2281.90					2.26	0.40			54.6	UF
1090E	5	4	125	127	50.94	2295.10	2.98	-0.06			2.24	0.52			75.1	UF
1090E	5	4	130	132	50.99	2296.80	2.92	0.29			2.27	0.20			79.1	UF
1090E	5	4	135	137	51.04	2298.60	3.02	0.22			2.20	0.35			78.0	UF
1090E	5	4	140	142	51.09	2300.30	3.04	0.04			2.36	0.15			78.0	UF
1090E	5	4	145	147	51.14	2302.00					2.24	0.22			77.4	UF
1090E	5	5	0	2	51.19	2303.80	3.27	0.01			2.34	0.26			80.0	UF
1090E	5	5	5	7	51.24	2305.50					2.41	0.33			78.6	UF
1090E	5	5	10	12	51.29	2307.20					2.32	0.57			76.9	UF
1090E	5	5	15	17	51.34	2309.00	3.36	0.22			2.47	0.17			75.4	UF
1090E	5	5	20	22	51.39	2310.70	3.51	0.07			2.38	0.46			75.8	UF
1090E	5	5	25	27	51.44	2316.30	3.29	0.40			2.25	0.28			78.7	UF
1090E	5	5	30	32	51.49	2322.00	3.37	0.21			2.45	0.33			78.7	UF
1090E	5	5	35	37	51.54	2327.60	3.24	0.28			2.33	0.29			77.9	UF
1090E	5	5	40	42	51.59	2333.20	3.21	0.38			2.35	0.22			77.0	UF
1090E	5	5	45	47	51.64	2338.90					2.34	0.24			75.8	UF
1090E	5	5	50	52	51.69	2344.50	3.10	0.39			2.30	0.06			75.7	UF
1090E	5	5	55	57	51.74	2350.10	2.99	0.00			2.26	-0.05				UF
1090E	5	5	60	62	51.79	2355.80	3.13	0.17			2.21	0.38			73.5	UF
1090E	5	5	65	67	51.84	2361.40	3.25	-0.57			2.19	0.38			77.7	UF
1090E	5	5	70	72	51.89	2391.20	2.90	-0.09			2.22	0.38			76.0	UF
1090E	5	5	75	77	51.94	2394.00	3.19	0.13			2.15	0.38			74.6	UF
																
1090D	6	1	112	114	51.98	2396.20	2.88	0.07			2.12	0.56			76.4	UF
1090D	6	1	117	119	52.03	2398.90	3.04	-0.34			2.13	0.42			76.5	UF
1090D	6	1	122	124	52.08	2401.70					2.26	0.24			76.1	UF
1090D	6	1	127	129	52.13	2404.50	3.14	0.25			2.14	0.17			77.5	UF
1090D	6	1	132	134	52.18	2407.20	3.33	-0.02			2.24	0.22			69.8	UF
1090D	6	1	137	139	52.23	2410.00	3.56	-0.53			2.35	0.41			58.6	UF
1090D	6	1	142	144	52.28	2413.80	3.36	-0.10			2.41	0.10			60.4	UF
1090D	6	1	147	149	52.33	2417.60	3.29	-0.40			2.23	0.24			61.2	UF
1090D	6	2	2	4	52.38	2421.40	2.83	0.47			2.30	0.50			76.9	UF
1090D	6	2	7	9	52.43	2425.30	2.82	0.19			2.14	-0.02			79.9	UF
1090D	6	2	12	14	52.48	2429.10	3.18	0.00			2.17	0.23			79.4	UF
1090D	6	2	17	19	52.53	2432.90	3.28	0.14			2.21	0.24			78.7	UF
1090D	6	2	22	24	52.58	2436.70	3.44	-0.10			2.15	0.17			79.3	UF
1090D	6	2	27	29	52.63	2441.20	3.35	-0.10							80.4	UF
1090D	6	2	32	34	52.68	2445.70	3.43	-0.70							79.5	UF
1090D	6	2	37	39	52.73	2450.20					2.38	-0.06			71.3	UF
1090D	6	2	42	44	52.78	2454.70	2.92	-0.71							74.8	UF
1090D	6	2	47	49	52.83	2459.30	3.05	0.29							73.6	UF
1090D	6	2	52	54	52.88	2463.80	2.80	-0.01							69.8	UF
1090D	6	2	57	59	52.93	2468.30	2.77	0.55			2.09	0.47			79.0	UF
1090D	6	2	62	64	52.98	2472.80	3.03	0.31			2.18	0.29			77.4	UF
1090D	6	2	67	69	53.03	2480.40	3.31	-0.02							76.9	UF
1090D	6	2	72	74	53.08	2487.90	3.28	0.00							74.5	UF
1090D	6	2	77	79	53.13	2492.10									78.3	UF
1090D	6	2	82	84	53.18	2496.20	2.89	0.24							74.7	UF
1090D	6	2	87	89	53.23	2500.40	3.16	0.55							72.8	UF
1090D	6	2	92	94	53.28	2504.60	2.90	0.19							71.8	UF
1090D	6	2	97	99	53.33	2508.70	3.35	-0.03			2.13	0.45			64.9	UF
1090D	6	2	102	104	53.38	2512.90	3.17	0.22			2.44	0.43			68.4	UF
1090D	6	2	107	109	53.43	2517.00	3.39	0.16							59.5	UF
1090D	6	2	112	114	53.48	2521.20	3.54	-0.15			1.96	0.30			70.6	UF
1090D	6	2	117	119	53.53	2525.40	3.28	-0.15			2.30	0.21			73.9	UF
1090D	6	2	122	124	53.58	2529.50	3.40	-0.60			2.55	0.31			68.3	UF
1090D	6	2	127	129	53.63	2533.70	3.40	-0.18			2.47	0.20			71.8	UF
1090D	6	2	132	134	53.68	2543.60	2.91	-0.01			2.06	0.37			75.7	UF
1090D	6	2	137	139	53.73	2577.10	3.14	-0.11			2.01	0.53			74.3	UF
1090D	6	2	142	144	53.78	2580.50	2.82	0.16			2.28	0.37			78.7	UF
1090D	6	2	147	149	53.83	2584.00					2.00	0.54			78.0	UF
1090D	6	3	2	4	53.88	2587.40					2.11	0.03			77.0	UF
1090D	6	3	7	9	53.93	2590.90	2.97	0.04			2.15	0.52			77.8	UF
1090D	6	3	12	14	53.98	2594.30					2.16	0.23			71.1	UF
1090D	6	3	17	19	54.03	2597.70	3.19	-0.44			2.08	0.09			72.8	UF
1090D	6	3	22	24	54.08	2601.20	3.27	-0.14			2.46	-0.08			71.7	UF
1090D	6	3	27	29	54.13	2604.60	3.39	-0.26							63.6	UF
1090D	6	3	32	34	54.18	2607.10	3.40	-0.25							55.1	UF
1090D	6	3	37	39	54.23	2609.60	3.74	-0.60							58.4	UF
1090D	6	3	42	44	54.28	2612.20	2.93	-0.65							70.6	UF
1090D	6	3	47	49	54.33	2614.70									72.4	UF
1090D	6	3	52	54	54.38	2617.20									70.0	UF
1090D	6	3	57	59	54.43	2619.70									70.8	UF
1090D	6	3	62	64	54.48	2622.30	2.66	0.34							72.3	UF
1090D	6	3	67	69	54.53	2624.80	2.60	0.31							70.9	UF
1090D	6	3	72	74	54.58	2627.30	2.96	0.34							68.1	UF
1090D	6	3	77	79	54.63	2629.80	2.71	0.36			1.94	0.21			72.6	UF
1090D	6	3	82	84	54.68	2632.30					2.21	0.22			74.6	UF
1090D	6	3	87	89	54.73	2634.90					2.26	0.11			70.6	UF
1090D	6	3	92	94	54.78	2637.40	3.13	0.50			2.48	0.44			65.5	UF
1090D	6	3	97	99	54.83	2639.90									69.2	UF
1090D	6	3	102	104	54.88	2642.40	3.07	0.46							57.8	UF
1090D	6	3	107	109	54.93	2645.00	3.29	0.20							66.0	UF
1090D	6	3	112	114	54.98	2647.50	2.94	0.34			1.91	0.45			65.4	UF
1090D	6	3	117	119	55.03	2650.00	3.04	0.23							70.4	UF
1090D	6	3	122	124	55.08	2654.30					1.61	0.67			65.5	UF
1090D	6	3	127	129	55.13	2658.60									72.2	UF
1090D	6	3	132	134	55.18	2662.90	2.80	0.26			2.15	0.18			68.5	UF
1090D	6	3	137	139	55.23	2667.20					2.00	0.38			72.0	UF
1090D	6	3	142	144	55.28	2671.50									71.1	UF
1090D	6	3	147	149	55.33	2675.80					1.96	0.47			71.9	UF
1090D	6	4	2	4	55.38	2680.10					1.73	0.47			67.5	UF
1090D	6	4	7	9	55.43	2684.40	2.74	-0.03			2.14	0.33			69.2	UF
1090D	6	4	12	14	55.48	2688.70					2.85	-0.23			61.0	UF
1090D	6	4	17	19	55.53	2693.00	2.99	0.28							64.8	UF
1090D	6	4	22	24	55.58	2697.30	3.14	0.29							69.8	UF
1090D	6	4	27	29	55.63	2701.60	3.17	0.21			2.88	-0.15			63.4	UF
1090D	6	4	32	34	55.68	2703.70	3.03	0.38			2.42	0.50			78.1	UF
1090D	6	4	37	39	55.73	2705.70	3.13	0.41							76.2	UF
1090D	6	4	42	44	55.78	2707.80	2.96	0.30			2.64	0.63			84.6	UF
1090D	6	4	47	49	55.83	2709.90					2.31	0.63			85.9	UF
1090D	6	4	52	54	55.88	2711.90					2.25	0.55			86.6	UF
1090D	6	4	57	59	55.93	2714.00					2.35	0.35			84.9	UF
1090D	6	4	62	64	55.98	2716.10									85.7	UF
1090D	6	4	67	69	56.03	2718.10					2.25	0.01			85.5	UF
1090D	6	4	72	74	56.08	2720.20	3.18	0.43							80.0	UF
1090D	6	4	77	79	56.13	2817.80									69.0	UF
1090D	6	4	82	84	56.18	2831.90	2.89	0.11			2.66	-0.16			69.5	UF
1090D	6	4	87	89	56.23	2838.70									76.5	UF
1090D	6	4	92	94	56.28	2845.60	2.70	0.46			2.36	0.41			76.9	UF
1090D	6	4	97	99	56.33	2852.40	2.86	0.43			2.52	0.89			77.8	UF
1090D	6	4	102	104	56.38	2859.30	2.82	0.14			2.56	0.85			75.6	UF
1090D	6	4	107	109	56.43	2866.10	2.75	0.46			2.52	0.96			75.1	UF
1090D	6	4	112	114	56.48	2873.00	2.83	0.54			2.52	0.70			68.8	UF
1090D	6	4	117	119	56.53	2879.80	3.19	0.44							59.9	UF
1090D	6	4	122	124	56.58	2881.30					2.72	0.70			79.5	UF
1090D	6	4	127	129	56.63	2882.80					2.89	1.17			78.5	UF
1090D	6	4	132	134	56.68	2884.20					2.82	1.23			71.3	UF
1090D	6	4	137	139	56.73	2885.70									67.2	UF
1090D	6	4	142	144	56.78	2887.20	2.92	0.61							66.3	UF
1090D	6	4	147	149	56.83	2888.70	2.95	0.51			2.84	0.86			71.8	UF
1090D	6	5	2	4	56.88	2890.20					2.70	0.26			76.3	UF
1090D	6	5	7	9	56.93	2891.60									78.9	UF
1090D	6	5	12	14	56.98	2893.10									76.0	UF
1090D	6	5	17	19	57.03	2894.60					2.78	0.25			69.9	UF
1090D	6	5	22	24	57.08	2896.10									73.6	UF
1090D	6	5	27	29	57.13	2897.60									74.8	UF
1090D	6	5	32	34	57.18	2899.10									75.5	UF
1090D	6	5	37	39	57.23	2900.50	2.91	0.57							75.9	UF
1090D	6	5	42	44	57.28	2902.00	2.94	0.63							78.1	UF
1090D	6	5	47	49	57.33	2903.50	2.80	0.47							80.5	UF
